# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = est_model8_model
# start_datetime = 2023-11-09 00:33:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 200
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/standata-5241ec7238c.json
# init = 2 (Default)
# random
#   seed = 3283
# output
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model8-202311090033-2-4927cf.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model8-profile-202311090033-2-20e7c7.csv
# stanc_version = stanc3 v2.27.0
# stancflags = --include-paths=/Users/sahoko/GitHub/ANOVA-GP-model-selection/Code/Stan --name=est_model8_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha1,alpha2,alpha3,sigma
-4103.27,0.97062,0.298576,3,7,0,4106.15,3.27083,0.103537,0.167611,0.042198,0.99682
-4103.35,0.930681,0.487629,3,7,0,4104.93,3.48026,0.0733658,0.149887,0.0531765,1.0012
-4103.36,0.648835,0.710076,2,7,0,4106.66,4.25814,0.0881529,0.125224,0.0320767,1.00168
-4102.5,0.991827,0.486913,3,7,0,4104.38,4.52955,0.0606414,0.120518,0.0442004,0.986853
-4102.96,0.318111,0.827651,2,7,0,4107.48,3.71665,0.0691511,0.156093,0.0464143,1.00497
-4105.87,0.965321,0.240607,4,15,0,4108.44,4.29647,0.0590995,0.179902,0.036104,0.981155
-4102.13,0.906378,0.380743,3,15,0,4108.73,4.49168,0.0558281,0.129959,0.0344678,0.994798
-4103.76,0.785846,0.514155,2,7,0,4105.55,4.80241,0.0567369,0.126374,0.032576,0.9794
-4101.54,0.997959,0.508275,3,11,0,4103.91,3.91778,0.0796303,0.123328,0.0427418,0.996917
-4101.54,0.0282661,0.859375,3,7,0,4102.59,3.91778,0.0796303,0.123328,0.0427418,0.996917
-4103.3,0.983197,0.126287,4,23,0,4105.95,3.36774,0.0806717,0.179281,0.051819,0.992019
-4104.35,0.964814,0.20628,4,31,0,4106.74,3.73495,0.0734705,0.173034,0.0459688,1.00937
-4103.47,0.97757,0.319626,3,7,0,4106.17,3.42332,0.0758072,0.156432,0.0434344,1.00694
-4102.25,0.986448,0.50775,4,15,0,4104.42,4.51544,0.0649449,0.134347,0.0358313,1.00625
-4103.72,0.894755,0.818768,2,7,0,4104.04,4.29575,0.0889868,0.121058,0.0404212,0.983116
-4103.72,0.054467,1.05017,1,3,0,4105.74,4.29575,0.0889868,0.121058,0.0404212,0.983116
-4102.78,0.994301,0.177819,4,15,0,4105.37,4.87579,0.0553181,0.138127,0.0327383,0.998592
-4101.44,1,0.291295,3,7,0,4103.15,4.74521,0.0654672,0.114942,0.0333595,0.990092
-4104.75,0.833858,0.480398,4,15,0,4106.69,5.86233,0.0553806,0.0818534,0.0315324,0.996304
-4104.6,0.987708,0.531911,2,3,0,4105.43,5.8487,0.0542065,0.0876339,0.0309505,1.00234
-4104.6,0,7.4827,0,1,1,4107.05,5.8487,0.0542065,0.0876339,0.0309505,1.00234
-4104.6,0.00230757,1.25624,1,3,1,4106.68,5.8487,0.0542065,0.0876339,0.0309505,1.00234
-4102.14,0.992808,0.124199,5,47,0,4109.82,3.72258,0.0703943,0.148784,0.0486744,0.992076
-4102.19,0.991678,0.164254,4,31,0,4104.83,5.05439,0.0681357,0.106479,0.034345,0.998438
-4101.88,0.994124,0.250038,4,15,0,4103.85,4.70482,0.0624126,0.124259,0.0310746,0.991389
-4102.6,0.858984,0.417175,3,11,0,4104.14,3.52967,0.0734252,0.133383,0.0462041,0.999746
-4105.68,0.835607,0.480525,2,7,0,4108.4,3.69786,0.104344,0.194444,0.0360881,0.988681
-4103.91,0.912979,0.525091,3,15,0,4107.76,4.98291,0.0581237,0.104121,0.044477,1.0015
-4102.38,0.42062,0.741851,2,3,0,4107.11,4.54188,0.0662445,0.13145,0.0320329,0.984674
-4101.74,0.944301,0.222897,3,15,0,4105.69,4.15013,0.072628,0.126823,0.0457967,0.997726
-4102.94,0.961562,0.352874,3,7,0,4103.4,3.95361,0.0745137,0.109085,0.0430747,1.00183
-4101.61,0.995321,0.591738,3,7,0,4103.22,4.14549,0.0834761,0.13388,0.0410855,0.992928
-4101.61,1.12214e-11,1.1023,1,1,0,4104.82,4.14549,0.0834761,0.13388,0.0410855,0.992928
-4102.48,0.997196,0.0917767,5,47,0,4104.72,4.65583,0.0701638,0.1246,0.0293858,0.992427
-4102.82,0.983859,0.17346,4,15,0,4104.26,4.016,0.0592917,0.117695,0.0441807,0.994411
-4103.45,0.987308,0.312742,3,15,0,4105.53,5.01927,0.0587259,0.142376,0.0347863,0.987563
-4102.07,0.986677,0.565899,2,7,0,4106.13,4.20476,0.0693296,0.145528,0.0338411,0.987504
-4102.07,0.226572,1.01386,1,3,0,4104.03,4.20476,0.0693296,0.145528,0.0338411,0.987504
-4104.14,0.96148,0.18328,4,31,0,4107.87,4.0495,0.0959045,0.132468,0.0425873,0.98304
-4104.49,0.962353,0.30495,4,23,0,4108.84,5.48664,0.0510072,0.0903744,0.0388577,0.987861
-4103.95,0.934391,0.50474,3,7,0,4107.08,3.7934,0.0983837,0.157338,0.0353627,1.00355
-4102.45,0.737914,0.763503,2,3,0,4105.33,4.60849,0.0668385,0.129238,0.0402011,0.983861
-4103.69,0.955639,0.648056,2,3,0,4104.57,4.79743,0.0669415,0.116035,0.0283077,1.00519
-4103.41,0.37816,1.03325,1,3,0,4108.05,4.04907,0.097175,0.145704,0.0371073,1.00206
-4104.76,0.963654,0.313938,3,7,0,4106.21,4.38295,0.0497,0.112012,0.0417097,0.98607
-4103.62,1,0.511279,3,7,0,4105.13,3.91626,0.0951347,0.134461,0.0342272,1.00211
-4103.62,0.00386061,0.914661,2,3,0,4108.97,3.91626,0.0951347,0.134461,0.0342272,1.00211
-4104.56,0.990636,0.101107,4,31,0,4108.5,4.40598,0.089545,0.0999404,0.0377948,1.00098
-4101.67,0.995502,0.176957,3,15,0,4105.88,4.24748,0.0760915,0.113778,0.0358331,0.995746
-4102.08,0.991508,0.310961,3,15,0,4105.42,3.66047,0.0918756,0.157054,0.0397974,0.991404
-4102.96,0.786158,0.535532,3,7,0,4104.8,5.22218,0.0549927,0.0947709,0.030912,0.990542
-4102.69,0.966696,0.525724,3,7,0,4103.83,5.21677,0.0598464,0.12756,0.0315337,0.997104
-4102.69,0.0888005,0.836263,2,3,0,4107.16,5.21677,0.0598464,0.12756,0.0315337,0.997104
-4102.04,1,0.128871,5,31,0,4103.12,4.51938,0.0688809,0.110169,0.0322295,0.99133
-4103.75,0.976482,0.224585,3,7,0,4104.31,5.03406,0.0768096,0.109303,0.0326324,0.984319
-4102.29,0.986617,0.364864,3,7,0,4105.14,4.02242,0.0657978,0.118747,0.0381774,1.00127
-4101.34,0.973818,0.603897,2,3,0,4102.55,4.2104,0.0702972,0.115978,0.0419904,0.992887
