# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = est_model9_model
# start_datetime = 2023-11-09 00:36:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 200
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/standata-524113a2cad.json
# init = 2 (Default)
# random
#   seed = 3283
# output
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model9-202311090036-2-7c2185.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model9-profile-202311090036-2-24d491.csv
# stanc_version = stanc3 v2.27.0
# stancflags = --include-paths=/Users/sahoko/GitHub/ANOVA-GP-model-selection/Code/Stan --name=est_model9_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha1,alpha2,alpha3,sigma
-4108.02,0.978757,0.00803787,5,63,0,4110.8,5.33033,0.0570468,0.122699,0.0316778,0.98037
-4105.89,0.862219,0.0124927,5,63,0,4108.47,4.99494,0.0500949,0.103709,0.0297237,0.991101
-4107.07,0.987812,0.0149205,4,23,0,4111.48,5.20192,0.0560295,0.0789769,0.0339413,0.991083
-4107.07,0.169881,0.0234378,1,3,0,4107.59,5.20192,0.0560295,0.0789769,0.0339413,0.991083
-4106.13,0.979474,0.00611961,5,63,0,4109.83,4.9741,0.0484568,0.0995279,0.0328785,0.987659
-4108.94,0.71906,0.00943588,5,63,0,4110.73,4.93812,0.0482622,0.121304,0.0361682,1.01186
-4107.94,0.915647,0.00824266,6,63,0,4112.05,5.1116,0.0673945,0.0854528,0.035417,1.00397
-4108.18,0.417893,0.0110024,5,63,0,4116.53,4.9863,0.0749872,0.0909962,0.0364935,0.998384
-4105.23,0.994664,0.00504967,6,63,0,4109.09,4.91304,0.0639783,0.0990834,0.0331268,0.992544
-4105.31,0.937573,0.00796637,5,63,0,4106.15,4.79808,0.0538965,0.106481,0.0354126,1.0001
-4106.21,0.521891,0.0110809,4,27,0,4107.7,4.66513,0.0602248,0.111668,0.0358842,0.981126
-4107.57,0.956779,0.00640636,6,63,0,4109.78,4.46197,0.0551612,0.11366,0.0358969,0.97777
-4107.59,0.998844,0.00925074,6,63,0,4109.3,4.20629,0.0755029,0.142381,0.0343426,1.00372
-4108.45,0.316083,0.0145202,5,63,0,4113.85,5.07353,0.0602378,0.133093,0.028421,0.980137
-4108.39,0.988549,0.00552028,6,127,0,4110.49,4.41629,0.0633394,0.134414,0.0283614,1.00651
-4108.99,0.99985,0.00846301,6,63,0,4110.65,5.00781,0.0513084,0.0795892,0.0382464,1.0066
-4109.44,0.638958,0.0132174,5,63,0,4112.86,5.81573,0.0513583,0.0865391,0.0258207,0.976769
-4108.86,0.937726,0.00984784,6,63,0,4111.63,4.53738,0.0567046,0.129361,0.0358278,1.01456
-4107.1,0.929414,0.0134841,5,47,0,4110.37,5.50677,0.0522496,0.111315,0.0337004,1.00304
-4108.47,0.244605,0.0180961,2,5,0,4112.31,5.70523,0.0514093,0.114294,0.034695,0.986125
